views,likes,dislikes,comment,category,adview
353686,499,27,17,D,1
3151682,5087,619,233,D,8
57063,572,31,70,F,2
3858,14,0,2,D,1
1963374,18175,537,1339,D,3
5873,43,3,3,D,2
16218,102,0,22,B,5
279679,567,24,20,D,2
796307,1111,135,82,D,4
8302,12,8,3,D,2
730982,1966,179,73,D,6
254203,153,35,4,D,4
3948337,1090,720,76,D,5
2128025,712,556,53,H,2
302518,166,54,28,D,16
93303,523,72,53,D,31
1121254,3968,235,181,D,7
1237,3,1,5,D,322
1561284,2617,430,,H,3
1162,21,0,10,D,5
198417,456,20,31,D,1
277458,2110,151,4962,F,13
3152,21,0,6,F,5
100929,732,20,71,D,12231
1245556,6116,346,588,D,2
11154,10,3,,D,1
11457,74,3,37,E,1
9108,26,5,0,E,1
136868,506,10,45,D,1
477466,1069,71,41,D,18
919812,5017,218,614,G,2
675042,17417,351,13914,D,4
895421,3789,160,508,D,1
443048,1523,23,137,G,1
154,0,0,0,D,4
168145,151,89,21,D,2
62049,153,10,44,E,1
420,8,1,0,G,1
5201,159,5,31,F,3
58031,146,17,9,G,2
22407,85,9,4,G,1
123640,164,43,4,G,2
444,0,0,0,D,1
1184979,4477,624,440,C,2
193014,322,55,8,G,1
199647,538,43,80,D,1
217731,640,21,48,D,2
252,11,8,12,D,1
87519,1683,16,169,D,1
308239,348,86,54,E,3
1227959,12189,748,2800,F,1
285673,1073,50,263,G,1
1159634,9800,617,1791,D,1
506120,574,122,15,D,5
282986,238,112,44,D,5
67264958,20338,14184,1527,E,56
1019287,5410,331,479,D,3
124551,312,61,22,D,1
1028117,1839,722,608,D,1
150825,191,63,16,E,1
773369,10662,655,1742,B,1
94360,181,9,35,B,1
57701,129,1,6,D,1
109720,745,16,33,G,1
6109,11,3,1,D,1
62787,89,3,3,G,1
61,0,0,0,D,1
1262777,2310,836,106,D,6
1557910,4072,1675,1562,F,1
272545,896,54,89,H,1
17934,,,4,D,52
272509,1581,722,521,D,1
363796,276,103,31,D,11
35657,217,4,48,D,1
1525611,3745,444,1132,D,1
2587639,18527,775,1504,B,5
662819,2276,98,8,D,11
1507,8,0,0,D,1
293573,335,36,29,E,1
863004,53205,534,3249,B,396
336953,1717,58,396,B,2
357168,471,96,157,D,4
96633,1025,11,1110,F,2
11295,8,0,0,D,3
985821,2287,481,186,D,2
187180,408,48,27,G,1
1456945,11232,268,455,G,3
5684,45,0,27,D,2
76722,120,22,3,D,1
129152,2358,94,423,E,1
26817,105,4,8,G,1
871259,7513,409,3409,D,1
1356594,1464,628,160,D,13
1081,5,0,2,D,1
118910,238,17,1,E,1
267341,3294,30,225,B,1
151530,912,95,129,F,2
215288,314,66,40,D,25
63209,346,16,107,D,1
473207,504,134,37,D,2
268679,3939,70,857,E,1
1276731,6279,271,166,D,1
230148,868,30,108,D,14
136223,77,37,18,D,6
563010,772,151,125,D,2
34229,159,38,7,G,1329
117301,168,9,16,D,1
249832,1466,33,254,D,3
364782,172,50,10,D,105
556684,721,154,590,D,4
3820,72,2,25,B,3
206388,429,17,87,B,1
945127,5945,198,443,E,1
1953,4,0,2,G,1294
184071,242,57,37,B,1
71825,98,14,9,D,2
36615,1246,35,27,D,1
135690,238,13,13,D,1
230374,1088,126,140,D,11
55765,298,5,13,D,1
953046,1908,304,80,D,11
8100,18,15,,D,343
176772,56,30,3,D,2
955,4,1,0,H,1
40015,191,7,18,D,1
43973,419,9,83,G,1
178860,232,52,23,D,27
66756,1997,15,277,G,1
303254,4207,66,325,F,2
278748,2403,153,315,D,1
181474,215,38,14,D,1
476566,488,386,171,D,3
848028,368,159,51,G,2
24499,57,4,0,D,1
69596,286,26,42,D,1
21005,435,2,13,D,14997
44401,33,14,1,D,1
33767,21,9,1,D,5
38173,20,4,1,D,1
48512,86,14,25,E,1
2581173,2355,568,184,E,6
337336,847,85,66,D,8
802,3,0,0,D,3
198940,810,74,91,E,3
44266,702,22,113,D,1
435921,1990,43,496,C,37
122,0,0,0,H,1
3903,23,3,0,E,6
5315012,33567,730,4844,B,8
416820,1420,119,59,D,3
48958,54,15,8,E,1
22468,67,4,0,G,1
261,9,0,0,F,3
1148829,531,269,,C,1
677661,3595,158,173,G,1
51333,204,9,43,D,1
142826,263,14,6,D,1
176952,199,33,18,D,1
995365,11317,178,413,B,2
10173,162,4,37,G,13
224049,352,74,33,D,1
4015,52,5,4,F,2
14833,284,4,53,D,9596
75438,1337,44,312,B,2
2998385,11880,143,1382,G,6
497653,619,30,51,D,1
6481513,2685,1757,298,D,1540
19631,34,1,3,E,2
354506,800,68,115,D,2
30007,188,15,20,G,17758
6213834,7859,2077,868,D,304
722727,362,129,30,G,1
2663693,26594,458,5886,B,16
409501,3001,74,147,D,8
18614,,,3,D,1
295562,2079,49,102,G,1
571689,4738,167,364,G,4
9118,51,3,0,E,1
967541,2123,247,145,D,1
381097,3268,268,446,F,3
411839,8453,446,5345,B,1
27446,25,6,,D,1
2679398,6991,4224,1419,H,9
2569779,5835,1555,431,H,9
426632,1747,225,35,G,1
204817,86,35,11,D,1
561120,2007,107,135,G,15
1926297,6518,479,7064,D,13
208636,1784,32,114,D,2
3741,50,1,19,D,2722
68276,226,7,6,D,1
16682,105,30,49,G,3
3183341,15307,1459,1422,G,28
49735,117,5,11,D,1
357606,1477,86,203,D,1
6747,153,4,51,E,1
1992281,13889,1207,13497,F,1
1771,122,42,13,D,360
6377,38,1,4,G,3561
66533,225,7,7,D,1
175098,167,19,9,D,1
78780,84,22,7,D,1
2477331,9995,911,1110,D,1
4989346,8570,475,1574,E,2
22294,61,14,11,G,1
313598,446,51,122,E,1
909573,1361,390,212,G,2
21125,126,17,57,D,1
68295,53,14,10,G,1
24187,413,5,35,D,1290
1565067,9340,790,8573,C,3
17234,174,5,68,D,1
22945,67,45,14,D,2
491715,1016,105,1047,E,68
862278,1236,124,47,D,9
651,3,0,0,G,1
99983,342,48,8,F,1
654700,328,21,41,G,1
233450,676,99,53,G,2
34438,61,16,29,D,1
297879,1080,69,314,G,1
49633,189,16,10,D,1
327599,4838,129,1964,D,86
928268,4582,295,136,D,2
506083,2061,251,398,D,1
32859,125,15,6,F,2
45200,871,12,33,D,20
56724,67,28,8,D,1
503157,1445,62,100,D,4
638640,2792,401,1299,F,45
43168,534,56,82,F,2
8635,54,0,2,C,1
187354,774,35,132,G,1
2555499,1794,766,85,D,5
663404,6202,368,984,B,96
397999,1709,453,169,F,3
2379,30,1,4,D,448
46825,337,56,49,G,510
2315550,100699,2191,3744,G,4
897946,545,209,47,D,3
55734,254,18,57,G,1
629492,373,154,57,D,1
860,3,0,0,D,1
30018,54,17,8,D,1
335,0,0,0,D,2
370516,444,75,22,D,5
2417833,3587,787,342,D,6
4826,4,2,0,D,5
59118,162,8,10,D,1
3722,6,1,1,D,2
100899,710,23,73,D,2
1866252,12059,280,315,D,2
142934,78,48,61,D,9
434424,265,127,18,D,1
27124,66,2,3,D,1
389175,1653,140,121,H,1
14537,328,15,23,D,1
4980405,20047,1533,510,G,7
342198,582,53,61,D,20
3036,3,0,0,F,24
241451,1279,96,238,D,2
71835,18,19,0,D,1
3576371,3004,1511,371,E,48
3319427,2335,427,159,D,1
199471,190,26,18,D,12
308416,518,31,41,D,16
135440,148,53,25,D,2
1806031,5209,566,1544,D,1
67688,150,47,63,G,1
2405,14,0,0,D,1
321870,84,61,17,D,25
1843074,18381,2565,5865,F,293
1308,1,0,0,D,1
98750,511,21,268,D,1
15134,47,1,5,D,1
226613,3819,222,392,D,2
57988,252,10,51,B,1
30850,259,13,12,G,1
1649489,2083,660,312,D,4
706012,3366,776,1489,F,1
345326,4686,60,231,D,4
85090,897,9,44,G,1
185716,138,87,,C,21
29988,148,7,19,G,3
797,1,2,1,B,11
183310,190,3,2,D,1
12509,252,2,43,D,2
830,3,0,0,D,3
65399,120,19,20,D,1
39979,543,13,32,B,1
403704,2413,132,306,B,31
6506,14,3,2,E,1
1878104,863,727,74,D,2
193319,476,14,15,D,1
528,3,0,0,D,2
161378,116,33,15,D,1
203855,726,16,151,G,1
1010391,1680,371,1817,D,184
2282,59,1,7,D,18
108197,914,29,159,G,1
884583,6731,72,295,D,1
198348,4748,564,735,D,4
33163,25,14,2,E,1
32657,300,3,190,D,1
895137,2605,57,184,D,2
2180582,5385,273,203,G,29
76990,676,23,139,F,40285
8964,7,0,0,D,1
532642,578,140,147,G,24
602621,3797,345,241,D,8
46827,66,20,11,D,1
229961,670,55,68,D,1
834,9,0,3,C,1
56802,534,8,47,G,1
4576,37,0,1,G,2260
28285,16,3,1,G,4
73432,2878,43,423,A,1
378866,635,92,119,B,2
2003822,2284,559,202,D,11
360263,1703,63,1155,D,2
1847984,2375,580,231,D,27
162253,125,39,35,D,3
692506,708,144,286,E,3
179525,2646,24,294,D,1
586220,867,74,189,A,2
427493,388,170,40,E,5
2198493,19662,707,1827,B,4
558,5,0,0,D,1
35861,60,3,17,E,5
2180609,4173,193,255,G,26
4953,8,1,8,F,1
621742,1326,105,53,D,4
69218,489,53,168,F,41047
2142069,1652,407,80,D,171
274417,599,192,130,D,1
2276,21,0,3,D,1
203759,478,45,20,D,1
6753,36,10,3,C,1
200524,584,74,139,C,1
56005,689,6,335,E,1
139806,161,29,12,G,9
940892,9474,223,1053,D,3
22565,46,2,20,E,2
519630,2864,112,538,E,2
270,0,0,0,D,4
17850,137,2,25,C,1
207849,452,64,114,D,3
74066,2388,27,415,A,1
2556556,14309,216,2302,B,5
27804,34,9,4,E,1
11767,28,1,4,G,7399
159126,145,47,84,D,7
128987,225,40,10,F,1
53123,182,10,47,D,9
2289,2,1,0,E,1
593575,2047,72,161,B,25
1958,1,0,0,D,1
32969,257,18,11,D,37
70879,50,4,15,D,2
2342,2,0,0,F,20
1165103,2629,439,124,D,12
373979,4112,864,963,D,3
234127,158,11,15,D,10
404040,342,62,16,D,1
245228,1918,24,79,D,4
82862,,,6,D,3
10743,40,1,13,F,2268
95562,77,26,3,F,1
33677,128,8,0,D,25667
652729,5702,98,356,F,6
59086,281,12,15,C,1
135368,131,51,69,D,3
2718,22,0,0,G,1368
151917,60,28,31,D,1
376238,486,40,66,D,3
50338,670,5,78,D,1
6247,23,2,1,G,3423
21577,272,9,141,D,2
295710,2871,178,365,G,1
70458,288,21,21,E,3
311486,2253,69,58,D,5
9758,201,14,12,D,3
926763,5503,317,1581,F,2
393,3,1,2,D,1
1552630,5172,924,383,D,6
473729,4594,184,1388,F,12
6598259,7721,2081,322,D,12
19892,46,2,4,D,1
164476,242,64,176,D,3
17484,37,6,1,D,1
1407558,1866,375,168,D,3
139470,938,61,192,A,1
94358,524,22,68,D,1
1103485,6128,322,1036,F,1
16477,18,2,3,D,5
66693,94,16,14,D,1
1658289,750,185,68,D,18
14158016,23195,1025,576,G,5
1687430,5181,366,199,D,9
411439,7187,182,6036,B,8
45570,134,13,33,E,1
534766,829,505,71,E,2
2860479,8962,678,308,D,2
60360,193,71,71,G,13038
69293,115,8,5,D,54363
69933,38,13,28,E,22
379587,1914,86,995,E,2
116632,150,20,78,H,2
639225,3658,431,258,D,1
1528668,14601,625,1260,D,1
449731,693,41,27,D,1
1011459,2321,144,218,B,1
458169,422,113,135,D,4
18420,24,10,2,A,1
87767,828,26,58,E,1
189577,484,31,11,G,1
206658,87,37,3,D,3
1795,12,1,1,F,1436
287,0,1,0,D,24
4336168,14435,1140,2245,B,5
15621,148,3,26,D,10906
2469523,21425,6761,4965,D,53
1788,10,0,3,D,2
11268,11,2,,C,1
1929,39,5,0,G,1
50729,155,9,4,D,1
535073,12053,693,1214,D,31467
125049,207,56,28,D,1
148272,495,70,279,D,1
52584,241,14,17,G,1
28305,40,7,1,E,1
401819,944,61,84,D,1
31374,270,27,46,E,1
999934,9018,308,995,D,2
10675,22,2,1,G,6
14041,15,3,1,A,1
793232,3256,47,173,G,1
2017866,700,435,50,E,21
185861,201,51,35,D,4
16504,330,9,16,D,1
8158,23,1,0,D,1
100343,401,10,94,A,1
45590,171,9,21,G,1
6635,11,3,3,D,1
5243,11,0,1,D,13
4010,28,12,2,F,426
2679645,4230,294,300,G,3
218,2,0,0,D,1
726839,1033,105,188,E,1
1044078,606,271,46,D,7
527766,3474,62,747,C,1
19247,4,4,,C,1
495355,850,65,125,B,1
1460362,8924,371,466,E,1
113024,598,23,28,D,1
391874,1908,83,507,B,4
134195,445,78,43,D,1
150557,466,45,39,D,2
98520,324,51,334,D,2
261843,1156,114,314,F,15
3352890,11489,805,401,G,1
61175,107,11,2,D,1
36916,330,6,32,G,203
760485,514,93,10,D,3
2530905,15616,888,3787,B,5
29291,77,9,1,H,1
137744,1181,64,308,G,3
143210,284,17,11,B,1
1347904,895,425,,D,10
62559,86,25,8,D,1
150374,288,20,5,D,1
824639,15625,1905,826,G,1
2685422,2556,731,259,D,6
14787,480,7,222,B,1
123132,111,18,5,D,1
1808,9,0,0,D,1
23250,43,2,7,E,1
35693,36,11,1,E,83
60106,41,16,2,E,1
7878,14,3,4,F,1
18199,6,9,1,E,1
927,7,0,1,C,1
2055061,935,684,41,E,1
720899,3172,431,1804,F,1
66328,54,83,53,G,1
3596992,4963,1784,1009,G,1
7914,25,3,1,G,1
50497,35,11,15,G,1
458387,11486,209,4888,D,1
748961,364,170,25,D,149
44209,66,1,4,B,11
543444,3931,187,205,D,175
115389,361,34,41,G,1
205566,3432,66,2049,B,18
1145105,10733,466,1087,B,3
57302,1128,11,93,G,12249
293243,79,35,11,D,11
543164,190,96,3,D,4
4849,33,2,2,G,1
191947,1608,7,101,G,2
143667,135,8,6,E,2
90981,110,18,3,D,8
182844,428,31,19,G,2
219,7,0,1,D,1
856291,1683,274,38,H,2
274485,344,54,47,G,2
507814,92,69,0,D,1
93178,1328,38,162,D,3
1048,67,0,74,F,351
66196,314,30,29,D,2
454696,969,211,228,D,24
2184737,13073,791,1454,D,1
97461,327,7,39,E,1
1005655,1491,797,1606,F,2
4573,25,4,1,F,1
448123,1091,130,14,F,7
897608,1730,606,342,D,2
1582494,9016,188,770,G,3
66003,160,14,287,E,2
4211,27,47,9,G,1
9300747,5022,2968,351,E,1
203610,190,17,24,D,6
680209,680,66,19,D,40
89,0,0,0,D,4
158668,122,53,12,E,33
107278,97,11,2,D,96014
23361,17,3,2,D,9
211146,570,29,85,A,1
102792,519,50,88,D,31229
10586,48,2,11,D,1
65586,581,16,120,B,2
26276,41,4,6,E,4
2247749,16018,422,468,E,2
424259,5511,128,398,G,3
285688,899,66,88,G,18
389515,837,665,639,D,3
51108,56,7,0,D,5
8735,14,0,1,D,1
30503,75,7,13,D,1
1011818,1619,234,328,B,2
3410639,,,278,G,5
163427,1431,54,77,G,1
2146,13,3,3,G,557
83422,352,5,14,D,18095
1203780,1929,399,175,D,6
20609,65,6,1,G,1
48224,52,8,4,A,3
21377,123,14,67,F,792
256726,463,26,76,A,1
4537970,1415,1012,146,E,23280
1399344,5367,216,1024,B,1
2114816,4187,407,278,D,6
639366,473,154,60,D,2
644185,7647,461,3297,B,6
4559,2,0,0,D,4022
141122,117,56,22,D,2
712484,1511,107,47,D,11
9710,6,0,0,D,1
4638,21,3,2,G,4
125644,2135,49,101,G,1
54347,43,17,6,D,1
790,6,0,0,D,2
2064,0,1,0,H,1
1148364,14933,732,2282,B,2
9734,105,8,10,D,1
184406,674,35,29,E,1
125796,1318,65,479,B,12
1256188,1788,179,71,D,25
10498,53,1,1,G,1
324410,391,165,12,D,13
52818,87,7,25,E,1
15537,14,2,0,D,2
910754,1086,319,41,D,1
82607,410,46,63,D,2
1616150,5203,546,407,G,27
15038,878,5,48,D,4
587715,3825,110,481,E,2
1329351,1588,396,53,D,14
18625,43,6,0,C,1
401138,8766,107,1118,C,1
1493510,6902,340,598,G,2
272539,715,80,65,D,1
22470,73,11,18,D,2
1606606,2589,638,190,D,120
251668,986,37,135,B,1
170192,236,20,7,D,1
1963,13,1,1,D,2
328828,4054,204,792,D,3
15011,82,5,2,F,1
260550,897,252,103,D,18
2614,17,0,5,D,5
66474,460,28,62,D,1
19599,206,5,,B,2
19977,119,3,14,D,6
26204,274,12,60,D,1
24253,96,10,2,E,19
571,13,1,9,D,2
56864,1490,30,105,A,1
209199,42,3,0,D,174499
4937,31,5,1,E,1
22928,110,12,1,D,1
303440,868,103,174,H,1
116475,150,7,13,D,1
497414,922,130,15,F,3
62399,109,19,23,D,1
267,1,0,1,D,3
139127,1985,32,187,C,2
85019,90,66,10,E,1
580995,14060,260,4429,D,2
514366,1878,78,228,F,1
27018,30,7,2,D,1
36148,60,2,11,D,1
1306,40,1,11,E,91
653075,2191,80,137,D,1
71737,66,2,6,E,1
4710,3,0,0,G,4011
752993,34658,551,2045,B,1
95603,268,12,18,D,1
1159749,8765,268,857,D,1
1445969,3344,2073,132,E,2
98300,,,,D,1
1200547,2267,267,218,H,4
360983,4760,101,874,E,1
278105,748,64,17,D,16
723,0,0,0,D,1
3735,6,0,0,E,1
116341,236,13,17,D,5
837336,2876,199,118,D,2
988595,4163,163,147,D,48
104966,126,59,16,D,2
330754,1482,210,1765,C,1
1097,4,0,0,D,814
36074,54,6,0,E,1
1097717,5795,460,457,D,1
134442,668,25,60,H,1
72550,415,10,154,G,1
2098166,7596,1598,3217,F,2
1684995,11960,384,906,D,16
536955,670,114,59,D,8
4051,6,1,0,A,1
240358,2192,151,327,B,4
272737,380,48,218,E,1
267263,90,81,0,E,37
2955,57,0,2,D,1
36942,221,10,53,D,1
146333,495,27,83,D,1
736521,4499,226,234,F,13
2412,33,3,2,C,1
526149,1217,71,26,E,13
74574,453,6,14,F,2
564717,7215,378,1503,B,6
1171645,1854,315,179,B,7
86296,1080,17,132,F,2
115207,2105,15,170,F,1
737443,3853,132,182,D,114499
16407,51,1,9,G,1
21116,102,4,28,D,1
1372,1,1,0,E,18
150727,614,79,505,D,1
231344,766,48,42,D,1
132565,416,71,81,D,1
207917,319,10,16,D,4
537562,6398,237,1068,F,5
1323911,4328,627,401,E,13
37701,6,6,0,D,1
150718,1080,11,471,E,3
170597,435,19,4,D,1
2839,54,0,11,A,21
3011727,7599,696,671,E,51
777987,17288,305,5298,B,38
536518,3044,253,405,E,70
133809,188,21,7,A,10
5039854,7584,1292,718,D,7
73361,1900,13,88,D,16
102195,1699,56,124,F,7012
83830,46,11,1,D,2
476509,1247,81,106,D,1
197701,491,44,26,D,17
808619,10892,870,3987,F,2
13490,15,4,0,A,2598
519834,2488,31,488,G,14
2667603,38728,1589,2801,D,10
27824,270,8,20,G,1
47830,102,9,1,C,1
46526,112,1,7,B,7
66778,55,20,5,A,4
36428,402,14,99,A,1
254921,613,50,25,E,1
2122242,11514,1095,860,G,25
264193,1133,57,76,D,39
7302,8,18,5,G,1
14659,26,3,3,E,1
2610343,11347,1230,982,G,33
41331,151,1,17,D,5
1692,7,1,1,G,2
23492,162,24,28,D,1
814089,1906,133,63,D,14
609951,1339,103,369,D,1
745132,3476,131,416,B,6
49877,31,12,5,E,1
73445,140,19,32,D,3
151,2,0,0,D,6
15315,148,4,36,D,1
5517,65,0,2,D,1
59033,34,23,1,E,1
64276,76,15,8,D,1
713383,3247,5242,1865,G,1
81545,190,39,8,F,2
82452,233,37,27,G,5
84844,132,14,5,E,1
215131,198,62,14,B,5
499582,1009,158,190,D,3
137841,716,30,87,B,1
6144536,3299,1568,370,D,22
2180,3,2,0,E,2
8041,85,2,8,D,19
2991,9,0,0,D,1
25495,235,10,55,G,2
1109036,20938,523,7593,B,12
314083,2553,107,225,E,5
121958,228,35,15,E,6
103574,82,38,18,D,2
21508,43,9,7,G,1
226674,843,193,70,E,1
1159653,1820,155,85,D,3
571559,2123,331,126,D,1
497611,862,105,33,H,9
611642,9868,143,278,G,1
596051,3937,115,465,G,36
90687,329,8,23,D,3
184101,159,35,8,D,2
6951,27,1,2,G,2
107954,144,42,17,D,1
70786,119,107,72,D,1
16046,23,4,1,D,3
2254243,3116,352,103,D,21
183,2,0,0,G,3
185892,524,36,45,G,3
130726,93,25,4,D,1
13364,41,0,1,D,9709
360264,254,113,26,D,5
61402,75,15,8,E,1
705524,1754,223,272,H,1
138310,671,15,35,G,1
1130825,5751,105,137,D,14
37676,33,12,4,G,12000
12042,165,4,4,D,292
3540482,3453,1370,322,D,4
3764863,5775,1053,436,D,7
85950,324,24,7,D,1
98742,881,25,55,D,2
198374,922,71,113,D,1
366474,262,78,29,D,3
416162,1156,51,56,D,16
637303,306,153,,C,1
3512789,6793,745,331,D,14
940492,1049,105,37,D,8
1485175,6942,296,295,D,8
266497,263,22,30,G,1
188285,285,70,18,D,1
383603,5265,275,1109,H,1
629012,1374,547,122,D,11
36043,240,7,22,D,1
1990481,1427,840,104,D,30
4834571,17387,1151,655,G,2
222058,247,34,13,D,1
174795,651,108,652,C,1
8335,164,21,112,B,1
316914,420,64,20,D,6
80167,63,4,11,D,2
10179,4,1,1,D,1
107072,594,6,34,G,1
1475571,12463,740,1596,D,21
31394,75,5,15,G,21339
36768,336,5,35,D,1
184371,339,56,41,D,2
70412,60,30,14,E,1
1018118,2734,46,331,G,1
1345865,1342,332,60,D,4
1537731,7666,515,804,D,2
24783,91,9,7,G,1
104,0,0,0,D,4
70347,114,3,3,D,1
84481,166,11,102,C,1
442291,1695,202,536,E,64
485333,2762,297,1268,B,3
760606,2241,194,124,G,1
539971,1338,236,1498,D,1
444168,3692,45,1195,D,2
106779,830,10,55,D,1
25279,365,25,20,F,2
320095,3447,190,509,G,1
42469,329,10,5,D,1
163,0,2,0,H,2
7191,23,3,0,H,2
147583,507,34,48,D,2
474156,2778,72,33,C,1
40683,123,10,3,G,2
29792,207,20,135,D,1
2482,2,0,0,D,1
18231,205,7,129,D,4
63770,1196,10,81,G,961
336710,2038,88,83,D,1
322273,1029,57,431,G,4
1144,2,0,0,D,809
425454,1088,83,90,E,1
21401,194,2,8,F,5
41264,414,59,28,G,1
54094,130,8,7,G,1
1090048,7902,448,600,B,1
174149,1015,48,219,D,6
1224174,2231,387,210,D,4
2699337,37316,1280,5287,B,7
37803,531,21,24,G,4454
527,1,0,0,D,16
5978942,8029,1638,614,E,11
847087,6981,413,1146,D,4
375312,2761,69,252,B,3
665986,421,56,92,E,1
1549812,771,445,,C,6
2951909,6931,763,510,D,6
60095,41,9,16,E,1
396367,937,656,26,E,2
9073,232,14,39,F,1478
1315294,1832,279,88,D,6
8332,10,1,1,D,1
1985,1,0,0,D,16
362741,1228,97,215,G,3
155683,371,129,154,F,2
164,1,0,0,D,3
170366,243,61,7,D,6
8456,30,1,9,D,5
279722,4964,308,647,D,1
41089,28,5,23,C,1
24884,101,4,34,D,1
3396,6,0,0,D,1
31989,258,3,8,D,6
139992,2197,27,157,D,1
1381046,9731,371,1999,B,20
1945944,3483,717,353,D,6
59953,1566,18,82,A,12142
231622,1876,66,210,F,2
167188,71,40,5,D,2
112928,5681,77,417,A,1
5987,18,3,0,E,69
653343,334,104,39,D,2
1321477,1467,363,141,C,1
384,4,0,0,D,1
158379,3363,48,678,A,1
19016,30,3,6,D,1
12361,54,14,3,G,1
49767,1023,4,80,D,1
450493,627,86,74,D,3
247178,1785,45,174,G,13
8882,22,0,1,H,1
177344,1220,128,539,B,1
527,1,1,1,D,1
89696,264,28,14,D,2
199391,640,38,297,G,6
192314,1161,17,251,G,15
33073,65,5,11,G,1
511090,4166,225,539,F,7
47744,114,14,19,G,3
1208244,15380,575,2756,B,9
110843,96,36,16,D,1
25681,39,2,9,E,3
986,1,0,0,D,1
212622,1923,21,203,F,1
425127,3197,132,225,D,1
727493,1134,193,48,D,1
19146480,35016,4151,1117,D,985
532,17,7,7,D,1
77840,109,8,0,E,7
947,,,1,D,1
2667624,4155,474,585,D,1
1888560,1029,542,,C,3
2862355,1735,594,60,D,3
3904,116,5,87,D,1
96661,302,17,30,G,1
168791,384,31,25,G,3
82279,329,13,7,D,1
1704478,3613,267,106,D,8
53305971,149582,9610,8237,G,89
1763,7,0,0,C,2
1970000,2797,573,250,G,4
2398034,8727,214,505,D,2
6977,69,3,31,F,1
2236714,48403,1198,1536,D,9312
4129900,22505,1551,1980,B,1
623009,1342,178,66,D,14
54303,57,14,3,D,3
107581,156,21,12,D,4
1548933,8026,673,1450,D,3
206267,909,30,200,G,6
642592,867,247,61,E,25
124428,148,9,11,D,1
165636,129,24,8,D,12
541274,367,130,55,D,1
2422625,6414,1042,170,H,3
19832,63,1,2,G,2
156452,272,23,49,B,1
146200,327,17,26,D,4
7742,169,1,6,D,1
734093,471,369,60,D,367
7525,21,4,2,D,1
221218,1601,104,803,D,4
4766,6,1,0,D,1
15807,45,1,10,G,8122
354,10,1,5,D,1
24666,161,0,19,D,1
3472,6,3,0,D,2
50605,93,29,24,D,36682
15339,87,1,2,G,1
51895,156,4,,B,3
164343,836,10,223,G,12
25983,138,5,68,B,1
282399,797,64,42,D,1
203242,270,200,26,H,1
1249,35,2,4,D,1
7515,40,8,5,F,1833
164673,2266,216,619,D,1
665480,6125,213,417,B,2
1476,3,0,0,E,1
50516,202,15,6,F,1
820637,5850,174,504,G,1
202499,242,213,34,G,18
1013412,814,96,220,G,2
23941,59,4,6,D,2
70490,681,20,61,C,1
3910,23,5,2,D,1
632853,3052,555,265,D,11
92780,174,21,5,D,5
17485,11,2,0,D,1
15589,23,11,1,D,1
1117585,1172,281,117,D,6
47597,326,23,17,G,1
3034,7,7,1,E,1
1663,12,0,2,D,1
631376,4618,64,119,G,4
107964,223,16,47,D,1
2626,45,1,8,D,7
80489,258,10,14,D,1
12053,126,1,73,D,1
148892,144,24,7,D,1
7781,8,1,0,D,87
93910,407,38,41,G,2
41271,531,9,63,G,1
73503,54,26,1,E,1
1162691,517,143,49,G,1
3061,14,2,3,D,1
383177,470,76,17,D,12
25556,172,51,16,G,1
342514,930,70,36,G,2
21295,109,5,18,G,2
376439,446,38,24,E,1
593,24,21,4,D,1
378214,423,28,230,D,1
311343,1216,289,82,D,20
297551,3272,209,192,E,1
26218,77,4,4,G,2
276581,683,85,0,D,1
589448,8260,131,846,G,15
104415,2941,25,464,B,1
16864,195,5,,G,1
1970843,70187,1065,2314,D,2
459273,900,195,124,D,31
146777,1232,80,346,A,1
56831,153,11,13,D,2
366314,1585,58,146,G,8
4901,11,1,1,D,3
165036,115,50,52,D,1
4724,13,1,3,D,212
201163,2668,69,142,G,1
551536,494,132,24,D,61
3141058,37421,492,2617,D,1
176669,592,36,222,A,1
73951,456,11,37,G,68
191804,517,47,19,D,3
92389,4543,22,600,F,1
25156,57,3,13,D,1
639071,2941,308,258,D,1
63748,5250,10,732,F,1
130891,93,8,13,D,2
4456788,9154,1832,369,G,5
2959,55,3,6,B,1
241872,242,110,57,D,11
45278,315,77,53,E,2
143,0,0,0,D,1
5675702,11821,3389,1521,D,30
121,0,0,0,D,1
307,9,0,16,D,160
512758,5841,272,720,B,8
733129,4315,336,1155,D,2
10418,41,6,1,A,5590
16607,12,0,0,D,15350
714565,10671,127,2506,B,3
89315,79,45,23,D,1
2529043,2523,796,146,D,7
1889045,14714,2395,1503,D,7
21116,7,1,0,D,1
967378,17787,721,3633,D,2
27473,272,17,43,E,1
244008,313,19,5,G,7
115557,207,9,17,D,6
942479,1323,426,68,D,91
2415275,1781,317,147,G,3
3075277,21755,2630,1987,B,2
